Date,Party Name,Region,Stock ID,Stock Name,Rate,Quantity,Units,Amount
2024-12-18,VoltWay Dealers,"North ",EVS008597,EcoZoom Lite,117012,2,Nos,234024
2024-12-19,VoltWay Dealers,East,EVS008598,ChargeGo Pro,103229,2,Nos,206458
2024-12-19,VoltWay Dealers,West,EVS008599,Thunder EV 2.0,126873,3,Nos,380619
2024-12-19,EcoMotion Pvt Ltd,South,EVS008600,EcoZoom Lite,106274,2,Nos,212548
2024-12-19,RideElectric LLP,"North ",EVS008601,ChargeGo Pro,101617,1,Nos,101617
2024-12-19,NextGen Auto,West,EVS008602,EcoZoom Lite,109311,2,Nos,218622
2024-12-19,UrbanEV Wheels,South,EVS008603,SwiftVolt 100,112647,2,Nos,225294
2024-12-20,UrbanEV Wheels,West,EVS008604,EcoZoom Lite,109988,1,Nos,109988
2024-12-20,RideElectric LLP,"North ",EVS008605,E-Velo X1,120256,1,Nos,120256
2024-12-20,NextGen Auto,East,EVS008606,ChargeGo Pro,99488,1,Nos,99488
2024-12-20,RideElectric LLP,West,EVS008607,EcoZoom Lite,115901,1,Nos,115901
2024-12-20,NextGen Auto,West,EVS008608,EcoZoom Lite,104259,1,Nos,104259
2024-12-20,EcoMotion Pvt Ltd,West,EVS008609,Thunder EV 2.0,106590,3,Nos,319770
2024-12-20,VoltWay Dealers,"North ",EVS008610,E-Velo X1,117671,1,Nos,117671
2024-12-20,VoltWay Dealers,"North ",EVS008611,EcoZoom Lite,91163,2,Nos,182326
2024-12-20,NextGen Auto,"North ",EVS008612,ChargeGo Pro,110251,1,Nos,110251
2024-12-20,UrbanEV Wheels,East,EVS008613,ChargeGo Pro,125727,2,Nos,251454
2024-12-20,UrbanEV Wheels,West,EVS008614,ChargeGo Pro,90801,2,Nos,181602
2024-12-21,RideElectric LLP,"North ",EVS008615,SwiftVolt 100,113903,3,Nos,341709
2024-12-21,NextGen Auto,South,EVS008616,EcoZoom Lite,112563,1,Nos,112563
2024-12-21,GreenRide Motors,"North ",EVS008617,SwiftVolt 100,99609,2,Nos,199218
2024-12-21,VoltWay Dealers,West,EVS008618,EcoZoom Lite,126699,2,Nos,253398
2024-12-21,GreenRide Motors,South,EVS008619,EcoZoom Lite,102007,3,Nos,306021
2024-12-21,VoltWay Dealers,South,EVS008620,EcoZoom Lite,125127,2,Nos,250254
2024-12-21,EcoMotion Pvt Ltd,"North ",EVS008621,ChargeGo Pro,118681,3,Nos,356043
2024-12-21,VoltWay Dealers,South,EVS008622,EcoZoom Lite,91942,1,Nos,91942
2024-12-22,VoltWay Dealers,East,EVS008623,SwiftVolt 100,104920,2,Nos,209840
2024-12-22,RideElectric LLP,South,EVS008624,E-Velo X1,108552,2,Nos,217104
2024-12-22,EcoMotion Pvt Ltd,"North ",EVS008625,SwiftVolt 100,108624,2,Nos,217248
2024-12-22,GreenRide Motors,West,EVS008626,E-Velo X1,85211,2,Nos,170422
2024-12-22,GreenRide Motors,South,EVS008627,SwiftVolt 100,115428,2,Nos,230856
2024-12-22,EcoMotion Pvt Ltd,"North ",EVS008628,E-Velo X1,129707,2,Nos,259414
2024-12-22,GreenRide Motors,"North ",EVS008629,E-Velo X1,88170,2,Nos,176340
2024-12-22,VoltWay Dealers,South,EVS008630,Thunder EV 2.0,102969,2,Nos,205938
2024-12-22,VoltWay Dealers,East,EVS008631,SwiftVolt 100,127698,2,Nos,255396
2024-12-22,UrbanEV Wheels,South,EVS008632,EcoZoom Lite,107793,1,Nos,107793
2024-12-22,VoltWay Dealers,West,EVS008633,ChargeGo Pro,128236,1,Nos,128236
2024-12-22,NextGen Auto,West,EVS008634,Thunder EV 2.0,122487,3,Nos,367461
2024-12-22,GreenRide Motors,"North ",EVS008635,SwiftVolt 100,111790,3,Nos,335370
2024-12-22,NextGen Auto,West,EVS008636,SwiftVolt 100,122805,1,Nos,122805
2024-12-22,UrbanEV Wheels,"North ",EVS008637,Thunder EV 2.0,90288,3,Nos,270864
2024-12-22,NextGen Auto,West,EVS008638,E-Velo X1,111655,1,Nos,111655
2024-12-22,UrbanEV Wheels,East,EVS008639,E-Velo X1,118914,3,Nos,356742
2024-12-23,EcoMotion Pvt Ltd,East,EVS008640,ChargeGo Pro,98048,1,Nos,98048
2024-12-23,EcoMotion Pvt Ltd,East,EVS008641,Thunder EV 2.0,120908,1,Nos,120908
2024-12-23,RideElectric LLP,East,EVS008642,SwiftVolt 100,107560,2,Nos,215120
2024-12-23,NextGen Auto,South,EVS008643,EcoZoom Lite,118075,3,Nos,354225
2024-12-23,RideElectric LLP,"North ",EVS008644,ChargeGo Pro,109766,3,Nos,329298
2024-12-23,GreenRide Motors,South,EVS008645,E-Velo X1,100277,1,Nos,100277
2024-12-23,RideElectric LLP,"North ",EVS008646,Thunder EV 2.0,92054,1,Nos,92054
2024-12-23,VoltWay Dealers,East,EVS008647,EcoZoom Lite,96924,3,Nos,290772
2024-12-23,RideElectric LLP,West,EVS008648,ChargeGo Pro,105307,3,Nos,315921
2024-12-23,GreenRide Motors,East,EVS008649,SwiftVolt 100,85230,2,Nos,170460
2024-12-23,GreenRide Motors,West,EVS008650,ChargeGo Pro,122820,3,Nos,368460
2024-12-23,EcoMotion Pvt Ltd,"North ",EVS008651,E-Velo X1,106201,1,Nos,106201
2024-12-23,UrbanEV Wheels,South,EVS008652,E-Velo X1,86946,3,Nos,260838
2024-12-23,VoltWay Dealers,"North ",EVS008653,EcoZoom Lite,117327,1,Nos,117327
2024-12-23,GreenRide Motors,"North ",EVS008654,Thunder EV 2.0,128151,1,Nos,128151
2024-12-24,GreenRide Motors,West,EVS008655,Thunder EV 2.0,93186,1,Nos,93186
2024-12-24,RideElectric LLP,West,EVS008656,ChargeGo Pro,107508,1,Nos,107508
2024-12-24,EcoMotion Pvt Ltd,East,EVS008657,Thunder EV 2.0,105863,3,Nos,317589
2024-12-24,NextGen Auto,"North ",EVS008658,EcoZoom Lite,108758,3,Nos,326274
2024-12-24,VoltWay Dealers,"North ",EVS008659,E-Velo X1,123254,2,Nos,246508
2024-12-24,VoltWay Dealers,"North ",EVS008660,EcoZoom Lite,123098,2,Nos,246196
2024-12-24,GreenRide Motors,"North ",EVS008661,EcoZoom Lite,115792,3,Nos,347376
2024-12-24,UrbanEV Wheels,South,EVS008662,EcoZoom Lite,121462,1,Nos,121462
2024-12-24,GreenRide Motors,East,EVS008663,EcoZoom Lite,126854,2,Nos,253708
2024-12-24,VoltWay Dealers,South,EVS008664,Thunder EV 2.0,97004,2,Nos,194008
2024-12-24,GreenRide Motors,East,EVS008665,SwiftVolt 100,123195,3,Nos,369585
2024-12-24,EcoMotion Pvt Ltd,"North ",EVS008666,SwiftVolt 100,109578,1,Nos,109578
2024-12-25,NextGen Auto,South,EVS008667,E-Velo X1,114184,3,Nos,342552
2024-12-25,VoltWay Dealers,South,EVS008668,Thunder EV 2.0,114292,2,Nos,228584
2024-12-25,UrbanEV Wheels,East,EVS008669,SwiftVolt 100,88490,3,Nos,265470
2024-12-25,UrbanEV Wheels,"North ",EVS008670,EcoZoom Lite,89119,1,Nos,89119
2024-12-25,VoltWay Dealers,East,EVS008671,E-Velo X1,111258,3,Nos,333774
2024-12-25,EcoMotion Pvt Ltd,South,EVS008672,SwiftVolt 100,89942,2,Nos,179884
2024-12-25,RideElectric LLP,West,EVS008673,Thunder EV 2.0,120185,2,Nos,240370
2024-12-25,VoltWay Dealers,"North ",EVS008674,ChargeGo Pro,127383,2,Nos,254766
2024-12-25,RideElectric LLP,South,EVS008675,E-Velo X1,129986,3,Nos,389958
2024-12-25,GreenRide Motors,West,EVS008676,E-Velo X1,93560,2,Nos,187120
2024-12-25,VoltWay Dealers,West,EVS008677,ChargeGo Pro,116374,3,Nos,349122
2024-12-25,VoltWay Dealers,"North ",EVS008678,E-Velo X1,97663,3,Nos,292989
2024-12-25,EcoMotion Pvt Ltd,"North ",EVS008679,E-Velo X1,112899,3,Nos,338697
2024-12-25,VoltWay Dealers,East,EVS008680,E-Velo X1,107114,3,Nos,321342
2024-12-26,VoltWay Dealers,West,EVS008681,EcoZoom Lite,121608,2,Nos,243216
2024-12-26,GreenRide Motors,"North ",EVS008682,Thunder EV 2.0,102240,2,Nos,204480
2024-12-26,EcoMotion Pvt Ltd,West,EVS008683,EcoZoom Lite,88871,1,Nos,88871
2024-12-26,GreenRide Motors,East,EVS008684,Thunder EV 2.0,116362,3,Nos,349086
2024-12-26,GreenRide Motors,"North ",EVS008685,Thunder EV 2.0,108490,1,Nos,108490
2024-12-26,RideElectric LLP,East,EVS008686,Thunder EV 2.0,94139,3,Nos,282417
2024-12-26,GreenRide Motors,South,EVS008687,ChargeGo Pro,107728,2,Nos,215456
2024-12-26,VoltWay Dealers,"North ",EVS008688,E-Velo X1,124313,1,Nos,124313
2024-12-27,EcoMotion Pvt Ltd,West,EVS008689,E-Velo X1,106273,1,Nos,106273
2024-12-27,VoltWay Dealers,West,EVS008690,Thunder EV 2.0,118029,1,Nos,118029
2024-12-27,NextGen Auto,"North ",EVS008691,ChargeGo Pro,125613,2,Nos,251226
2024-12-27,VoltWay Dealers,South,EVS008692,Thunder EV 2.0,106206,1,Nos,106206
2024-12-27,EcoMotion Pvt Ltd,"North ",EVS008693,Thunder EV 2.0,116302,2,Nos,232604
2024-12-27,NextGen Auto,East,EVS008694,Thunder EV 2.0,105194,2,Nos,210388
2024-12-27,EcoMotion Pvt Ltd,South,EVS008695,EcoZoom Lite,103759,3,Nos,311277
2024-12-27,VoltWay Dealers,West,EVS008696,EcoZoom Lite,96647,1,Nos,96647
2024-12-28,UrbanEV Wheels,"North ",EVS008697,Thunder EV 2.0,98027,3,Nos,294081
2024-12-28,EcoMotion Pvt Ltd,South,EVS008698,EcoZoom Lite,128880,3,Nos,386640
2024-12-28,UrbanEV Wheels,East,EVS008699,SwiftVolt 100,119940,3,Nos,359820
2024-12-28,UrbanEV Wheels,South,EVS008700,ChargeGo Pro,109458,2,Nos,218916
2024-12-28,EcoMotion Pvt Ltd,South,EVS008701,Thunder EV 2.0,90591,1,Nos,90591
2024-12-28,UrbanEV Wheels,"North ",EVS008702,ChargeGo Pro,115214,1,Nos,115214
2024-12-28,VoltWay Dealers,"North ",EVS008703,SwiftVolt 100,104559,2,Nos,209118
2024-12-28,GreenRide Motors,West,EVS008704,E-Velo X1,100229,1,Nos,100229
2024-12-29,RideElectric LLP,South,EVS008705,EcoZoom Lite,106410,1,Nos,106410
2024-12-29,RideElectric LLP,"North ",EVS008706,ChargeGo Pro,99180,1,Nos,99180
2024-12-29,RideElectric LLP,South,EVS008707,ChargeGo Pro,98544,1,Nos,98544
2024-12-29,EcoMotion Pvt Ltd,South,EVS008708,Thunder EV 2.0,86520,1,Nos,86520
2024-12-29,EcoMotion Pvt Ltd,"North ",EVS008709,EcoZoom Lite,106092,3,Nos,318276
2024-12-29,VoltWay Dealers,"North ",EVS008710,ChargeGo Pro,105630,3,Nos,316890
2024-12-29,UrbanEV Wheels,East,EVS008711,E-Velo X1,99269,2,Nos,198538
2024-12-29,RideElectric LLP,South,EVS008712,ChargeGo Pro,99154,3,Nos,297462
2024-12-29,NextGen Auto,West,EVS008713,SwiftVolt 100,112973,3,Nos,338919
2024-12-29,EcoMotion Pvt Ltd,East,EVS008714,E-Velo X1,92977,1,Nos,92977
2024-12-29,RideElectric LLP,South,EVS008715,Thunder EV 2.0,87613,3,Nos,262839
2024-12-29,GreenRide Motors,East,EVS008716,ChargeGo Pro,101608,1,Nos,101608
2024-12-29,GreenRide Motors,South,EVS008717,E-Velo X1,111999,3,Nos,335997
2024-12-29,VoltWay Dealers,South,EVS008718,EcoZoom Lite,121525,2,Nos,243050
2024-12-30,RideElectric LLP,West,EVS008719,SwiftVolt 100,108895,2,Nos,217790
2024-12-30,GreenRide Motors,South,EVS008720,SwiftVolt 100,104483,1,Nos,104483
2024-12-30,RideElectric LLP,East,EVS008721,SwiftVolt 100,107524,2,Nos,215048
2024-12-30,EcoMotion Pvt Ltd,West,EVS008722,Thunder EV 2.0,104726,1,Nos,104726
2024-12-30,EcoMotion Pvt Ltd,"North ",EVS008723,ChargeGo Pro,89870,2,Nos,179740
2024-12-30,VoltWay Dealers,South,EVS008724,Thunder EV 2.0,102430,1,Nos,102430
2024-12-30,UrbanEV Wheels,South,EVS008725,EcoZoom Lite,91140,3,Nos,273420
2024-12-30,UrbanEV Wheels,South,EVS008726,E-Velo X1,113058,1,Nos,113058
2024-12-30,NextGen Auto,East,EVS008727,SwiftVolt 100,122615,3,Nos,367845
2024-12-30,GreenRide Motors,South,EVS008728,ChargeGo Pro,104778,3,Nos,314334
2024-12-30,RideElectric LLP,"North ",EVS008729,SwiftVolt 100,101460,1,Nos,101460
2024-12-30,EcoMotion Pvt Ltd,East,EVS008730,EcoZoom Lite,88022,2,Nos,176044
2024-12-30,RideElectric LLP,South,EVS008731,SwiftVolt 100,114288,3,Nos,342864
2024-12-31,UrbanEV Wheels,South,EVS008732,Thunder EV 2.0,98879,1,Nos,98879
2024-12-31,EcoMotion Pvt Ltd,East,EVS008733,ChargeGo Pro,89685,1,Nos,89685
2024-12-31,NextGen Auto,South,EVS008734,ChargeGo Pro,101039,3,Nos,303117
2024-12-31,EcoMotion Pvt Ltd,"North ",EVS008735,ChargeGo Pro,111752,3,Nos,335256
2024-12-31,RideElectric LLP,South,EVS008736,ChargeGo Pro,95037,2,Nos,190074
2024-12-31,GreenRide Motors,East,EVS008737,EcoZoom Lite,97446,1,Nos,97446
2024-12-31,UrbanEV Wheels,"North ",EVS008738,ChargeGo Pro,113057,2,Nos,226114
2024-12-31,EcoMotion Pvt Ltd,"North ",EVS008739,EcoZoom Lite,124667,3,Nos,374001
2024-12-31,NextGen Auto,West,EVS008740,Thunder EV 2.0,104161,1,Nos,104161
2024-12-31,EcoMotion Pvt Ltd,West,EVS008741,E-Velo X1,126022,3,Nos,378066
2025-01-01,RideElectric LLP,East,EVS008742,Thunder EV 2.0,118265,2,Nos,236530
2025-01-01,VoltWay Dealers,"North ",EVS008743,SwiftVolt 100,105958,1,Nos,105958
2025-01-01,GreenRide Motors,East,EVS008744,EcoZoom Lite,101738,2,Nos,203476
2025-01-01,NextGen Auto,South,EVS008745,SwiftVolt 100,85612,2,Nos,171224
2025-01-01,EcoMotion Pvt Ltd,"North ",EVS008746,SwiftVolt 100,104831,3,Nos,314493
2025-01-01,UrbanEV Wheels,West,EVS008747,ChargeGo Pro,106882,2,Nos,213764
2025-01-01,NextGen Auto,East,EVS008748,EcoZoom Lite,97267,2,Nos,194534
2025-01-01,VoltWay Dealers,West,EVS008749,SwiftVolt 100,107002,1,Nos,107002
2025-01-01,RideElectric LLP,South,EVS008750,SwiftVolt 100,86169,1,Nos,86169
2025-01-01,VoltWay Dealers,West,EVS008751,ChargeGo Pro,101258,2,Nos,202516
2025-01-01,NextGen Auto,West,EVS008752,EcoZoom Lite,115894,2,Nos,231788
2025-01-01,EcoMotion Pvt Ltd,South,EVS008753,Thunder EV 2.0,101887,2,Nos,203774
2025-01-01,RideElectric LLP,"North ",EVS008754,EcoZoom Lite,99534,1,Nos,99534
2025-01-01,EcoMotion Pvt Ltd,South,EVS008755,Thunder EV 2.0,94330,3,Nos,282990
2025-01-02,RideElectric LLP,South,EVS008756,EcoZoom Lite,96156,3,Nos,288468
2025-01-02,VoltWay Dealers,South,EVS008757,ChargeGo Pro,120332,1,Nos,120332
2025-01-02,GreenRide Motors,East,EVS008758,E-Velo X1,126855,1,Nos,126855
2025-01-02,UrbanEV Wheels,"North ",EVS008759,EcoZoom Lite,120911,3,Nos,362733
2025-01-02,VoltWay Dealers,South,EVS008760,E-Velo X1,96501,3,Nos,289503
2025-01-02,GreenRide Motors,"North ",EVS008761,EcoZoom Lite,92528,3,Nos,277584
2025-01-02,RideElectric LLP,West,EVS008762,Thunder EV 2.0,127373,3,Nos,382119
2025-01-02,RideElectric LLP,East,EVS008763,E-Velo X1,109900,3,Nos,329700
2025-01-02,RideElectric LLP,East,EVS008764,SwiftVolt 100,101011,1,Nos,101011
2025-01-02,UrbanEV Wheels,East,EVS008765,ChargeGo Pro,103528,2,Nos,207056
2025-01-02,VoltWay Dealers,"North ",EVS008766,E-Velo X1,91354,1,Nos,91354
2025-01-02,EcoMotion Pvt Ltd,South,EVS008767,ChargeGo Pro,91433,2,Nos,182866
2025-01-03,NextGen Auto,South,EVS008768,E-Velo X1,94921,2,Nos,189842
2025-01-03,UrbanEV Wheels,"North ",EVS008769,EcoZoom Lite,104771,3,Nos,314313
2025-01-03,UrbanEV Wheels,South,EVS008770,E-Velo X1,85616,2,Nos,171232
2025-01-03,GreenRide Motors,"North ",EVS008771,Thunder EV 2.0,101971,1,Nos,101971
2025-01-03,VoltWay Dealers,South,EVS008772,ChargeGo Pro,108276,2,Nos,216552
2025-01-03,NextGen Auto,"North ",EVS008773,E-Velo X1,93469,2,Nos,186938
2025-01-03,GreenRide Motors,South,EVS008774,SwiftVolt 100,93423,3,Nos,280269
2025-01-03,RideElectric LLP,South,EVS008775,ChargeGo Pro,121263,1,Nos,121263
2025-01-03,EcoMotion Pvt Ltd,West,EVS008776,EcoZoom Lite,124817,1,Nos,124817
2025-01-03,VoltWay Dealers,South,EVS008777,E-Velo X1,99079,2,Nos,198158
2025-01-04,EcoMotion Pvt Ltd,"North ",EVS008778,ChargeGo Pro,88351,3,Nos,265053
2025-01-04,VoltWay Dealers,"North ",EVS008779,EcoZoom Lite,85371,3,Nos,256113
2025-01-04,NextGen Auto,South,EVS008780,SwiftVolt 100,126202,2,Nos,252404
2025-01-04,EcoMotion Pvt Ltd,South,EVS008781,Thunder EV 2.0,120659,2,Nos,241318
2025-01-04,UrbanEV Wheels,West,EVS008782,ChargeGo Pro,90837,2,Nos,181674
2025-01-04,EcoMotion Pvt Ltd,South,EVS008783,ChargeGo Pro,108923,3,Nos,326769
2025-01-04,VoltWay Dealers,South,EVS008784,E-Velo X1,95125,1,Nos,95125
2025-01-04,EcoMotion Pvt Ltd,South,EVS008785,EcoZoom Lite,113348,3,Nos,340044
2025-01-04,VoltWay Dealers,West,EVS008786,Thunder EV 2.0,108840,3,Nos,326520
2025-01-04,EcoMotion Pvt Ltd,"North ",EVS008787,EcoZoom Lite,100988,1,Nos,100988
2025-01-04,RideElectric LLP,"North ",EVS008788,SwiftVolt 100,101433,2,Nos,202866
2025-01-04,UrbanEV Wheels,West,EVS008789,E-Velo X1,98991,3,Nos,296973
2025-01-04,UrbanEV Wheels,East,EVS008790,SwiftVolt 100,119278,3,Nos,357834
2025-01-05,EcoMotion Pvt Ltd,"North ",EVS008791,SwiftVolt 100,102877,3,Nos,308631
2025-01-05,EcoMotion Pvt Ltd,"North ",EVS008792,SwiftVolt 100,101935,3,Nos,305805
2025-01-05,EcoMotion Pvt Ltd,"North ",EVS008793,E-Velo X1,98630,2,Nos,197260
2025-01-05,EcoMotion Pvt Ltd,South,EVS008794,ChargeGo Pro,92939,2,Nos,185878
2025-01-05,VoltWay Dealers,South,EVS008795,SwiftVolt 100,87462,3,Nos,262386
2025-01-05,VoltWay Dealers,South,EVS008796,SwiftVolt 100,116858,1,Nos,116858
2025-01-05,RideElectric LLP,West,EVS008797,EcoZoom Lite,114085,2,Nos,228170
2025-01-05,VoltWay Dealers,"North ",EVS008798,E-Velo X1,100342,3,Nos,301026
2025-01-05,VoltWay Dealers,South,EVS008799,E-Velo X1,111473,1,Nos,111473
2025-01-06,NextGen Auto,"North ",EVS008800,SwiftVolt 100,100532,1,Nos,100532
2025-01-06,RideElectric LLP,South,EVS008801,EcoZoom Lite,99464,1,Nos,99464
2025-01-06,VoltWay Dealers,West,EVS008802,Thunder EV 2.0,104172,1,Nos,104172
2025-01-06,GreenRide Motors,South,EVS008803,ChargeGo Pro,116792,1,Nos,116792
2025-01-06,UrbanEV Wheels,South,EVS008804,Thunder EV 2.0,97905,2,Nos,195810
2025-01-06,VoltWay Dealers,South,EVS008805,Thunder EV 2.0,111677,2,Nos,223354
2025-01-06,UrbanEV Wheels,East,EVS008806,EcoZoom Lite,100617,1,Nos,100617
2025-01-06,UrbanEV Wheels,East,EVS008807,Thunder EV 2.0,95600,2,Nos,191200
2025-01-06,EcoMotion Pvt Ltd,South,EVS008808,E-Velo X1,95123,2,Nos,190246
2025-01-06,VoltWay Dealers,South,EVS008809,EcoZoom Lite,124179,2,Nos,248358
2025-01-06,VoltWay Dealers,South,EVS008810,ChargeGo Pro,91176,3,Nos,273528
2025-01-06,GreenRide Motors,East,EVS008811,EcoZoom Lite,90489,2,Nos,180978
2025-01-06,VoltWay Dealers,South,EVS008812,E-Velo X1,88689,1,Nos,88689
2025-01-07,NextGen Auto,South,EVS008813,ChargeGo Pro,125051,2,Nos,250102
2025-01-07,RideElectric LLP,East,EVS008814,EcoZoom Lite,102230,2,Nos,204460
2025-01-07,GreenRide Motors,"North ",EVS008815,EcoZoom Lite,120560,2,Nos,241120
2025-01-07,VoltWay Dealers,South,EVS008816,ChargeGo Pro,111324,3,Nos,333972
2025-01-07,RideElectric LLP,East,EVS008817,EcoZoom Lite,94443,1,Nos,94443
2025-01-07,UrbanEV Wheels,"North ",EVS008818,E-Velo X1,97314,3,Nos,291942
2025-01-07,RideElectric LLP,West,EVS008819,ChargeGo Pro,105245,1,Nos,105245
2025-01-07,UrbanEV Wheels,East,EVS008820,Thunder EV 2.0,100941,3,Nos,302823
2025-01-07,RideElectric LLP,West,EVS008821,EcoZoom Lite,85203,1,Nos,85203
2025-01-07,VoltWay Dealers,South,EVS008822,Thunder EV 2.0,106274,2,Nos,212548
2025-01-07,NextGen Auto,West,EVS008823,ChargeGo Pro,100174,2,Nos,200348
2025-01-07,RideElectric LLP,South,EVS008824,SwiftVolt 100,112517,1,Nos,112517
2025-01-08,NextGen Auto,"North ",EVS008825,EcoZoom Lite,128528,2,Nos,257056
2025-01-08,NextGen Auto,East,EVS008826,ChargeGo Pro,127016,3,Nos,381048
2025-01-08,GreenRide Motors,"North ",EVS008827,ChargeGo Pro,110637,1,Nos,110637
2025-01-08,RideElectric LLP,"North ",EVS008828,E-Velo X1,99428,3,Nos,298284
2025-01-08,NextGen Auto,East,EVS008829,SwiftVolt 100,114949,1,Nos,114949
2025-01-08,EcoMotion Pvt Ltd,East,EVS008830,E-Velo X1,128304,2,Nos,256608
2025-01-08,EcoMotion Pvt Ltd,East,EVS008831,SwiftVolt 100,90185,3,Nos,270555
2025-01-08,EcoMotion Pvt Ltd,East,EVS008832,ChargeGo Pro,114767,3,Nos,344301
2025-01-08,EcoMotion Pvt Ltd,South,EVS008833,E-Velo X1,111623,3,Nos,334869
2025-01-08,VoltWay Dealers,"North ",EVS008834,SwiftVolt 100,109215,3,Nos,327645
2025-01-09,VoltWay Dealers,South,EVS008835,E-Velo X1,96678,1,Nos,96678
2025-01-09,NextGen Auto,South,EVS008836,ChargeGo Pro,106367,1,Nos,106367
2025-01-09,VoltWay Dealers,"North ",EVS008837,Thunder EV 2.0,109689,3,Nos,329067
2025-01-09,VoltWay Dealers,West,EVS008838,ChargeGo Pro,126929,3,Nos,380787
2025-01-09,EcoMotion Pvt Ltd,West,EVS008839,SwiftVolt 100,116834,3,Nos,350502
2025-01-09,GreenRide Motors,West,EVS008840,EcoZoom Lite,111687,3,Nos,335061
2025-01-09,RideElectric LLP,"North ",EVS008841,EcoZoom Lite,110533,1,Nos,110533
2025-01-09,EcoMotion Pvt Ltd,South,EVS008842,Thunder EV 2.0,85133,2,Nos,170266
2025-01-09,NextGen Auto,"North ",EVS008843,Thunder EV 2.0,113356,2,Nos,226712
2025-01-09,UrbanEV Wheels,South,EVS008844,ChargeGo Pro,111618,1,Nos,111618
2025-01-09,NextGen Auto,West,EVS008845,Thunder EV 2.0,88273,1,Nos,88273
2025-01-09,RideElectric LLP,"North ",EVS008846,E-Velo X1,124575,1,Nos,124575
2025-01-09,VoltWay Dealers,South,EVS008847,Thunder EV 2.0,85725,2,Nos,171450
2025-01-09,UrbanEV Wheels,West,EVS008848,E-Velo X1,109756,3,Nos,329268
2025-01-09,GreenRide Motors,"North ",EVS008849,ChargeGo Pro,92426,1,Nos,92426
2025-01-09,EcoMotion Pvt Ltd,South,EVS008850,E-Velo X1,122264,3,Nos,366792
2025-01-10,EcoMotion Pvt Ltd,South,EVS008851,SwiftVolt 100,102208,1,Nos,102208
2025-01-10,NextGen Auto,"North ",EVS008852,Thunder EV 2.0,99164,3,Nos,297492
2025-01-10,GreenRide Motors,East,EVS008853,EcoZoom Lite,126388,1,Nos,126388
2025-01-10,RideElectric LLP,East,EVS008854,ChargeGo Pro,97568,3,Nos,292704
2025-01-10,NextGen Auto,East,EVS008855,Thunder EV 2.0,125394,1,Nos,125394
2025-01-10,VoltWay Dealers,East,EVS008856,Thunder EV 2.0,124904,2,Nos,249808
2025-01-10,RideElectric LLP,"North ",EVS008857,EcoZoom Lite,128288,3,Nos,384864
2025-01-10,GreenRide Motors,West,EVS008858,EcoZoom Lite,106314,1,Nos,106314
2025-01-10,RideElectric LLP,East,EVS008859,SwiftVolt 100,110720,2,Nos,221440
2025-01-10,VoltWay Dealers,West,EVS008860,EcoZoom Lite,96533,2,Nos,193066
2025-01-10,UrbanEV Wheels,East,EVS008861,Thunder EV 2.0,88427,1,Nos,88427
2025-01-10,NextGen Auto,West,EVS008862,SwiftVolt 100,104487,1,Nos,104487
2025-01-10,EcoMotion Pvt Ltd,East,EVS008863,E-Velo X1,89907,3,Nos,269721
2025-01-10,UrbanEV Wheels,"North ",EVS008864,EcoZoom Lite,97383,2,Nos,194766
2025-01-11,NextGen Auto,West,EVS008865,ChargeGo Pro,115907,2,Nos,231814
2025-01-11,VoltWay Dealers,East,EVS008866,E-Velo X1,108748,3,Nos,326244
2025-01-11,EcoMotion Pvt Ltd,West,EVS008867,SwiftVolt 100,98939,2,Nos,197878
2025-01-11,VoltWay Dealers,South,EVS008868,SwiftVolt 100,92978,2,Nos,185956
2025-01-11,UrbanEV Wheels,West,EVS008869,E-Velo X1,105015,2,Nos,210030
2025-01-11,NextGen Auto,East,EVS008870,EcoZoom Lite,97147,3,Nos,291441
2025-01-11,VoltWay Dealers,West,EVS008871,ChargeGo Pro,126842,2,Nos,253684
2025-01-11,UrbanEV Wheels,"North ",EVS008872,SwiftVolt 100,123233,1,Nos,123233
2025-01-11,UrbanEV Wheels,"North ",EVS008873,ChargeGo Pro,95358,2,Nos,190716
2025-01-12,RideElectric LLP,"North ",EVS008874,E-Velo X1,128448,2,Nos,256896
2025-01-12,RideElectric LLP,East,EVS008875,EcoZoom Lite,115384,3,Nos,346152
2025-01-12,EcoMotion Pvt Ltd,East,EVS008876,EcoZoom Lite,117851,3,Nos,353553
2025-01-12,NextGen Auto,West,EVS008877,E-Velo X1,113604,3,Nos,340812
2025-01-12,NextGen Auto,"North ",EVS008878,ChargeGo Pro,104940,2,Nos,209880
2025-01-12,RideElectric LLP,"North ",EVS008879,Thunder EV 2.0,104209,2,Nos,208418
2025-01-12,RideElectric LLP,"North ",EVS008880,EcoZoom Lite,103211,1,Nos,103211
2025-01-12,EcoMotion Pvt Ltd,East,EVS008881,E-Velo X1,110859,2,Nos,221718
2025-01-12,EcoMotion Pvt Ltd,South,EVS008882,SwiftVolt 100,119321,1,Nos,119321
2025-01-12,GreenRide Motors,"North ",EVS008883,Thunder EV 2.0,117043,2,Nos,234086
2025-01-12,RideElectric LLP,"North ",EVS008884,ChargeGo Pro,112675,2,Nos,225350
2025-01-12,VoltWay Dealers,South,EVS008885,ChargeGo Pro,106629,3,Nos,319887
2025-01-13,GreenRide Motors,South,EVS008886,Thunder EV 2.0,119864,1,Nos,119864
2025-01-13,RideElectric LLP,"North ",EVS008887,EcoZoom Lite,129698,1,Nos,129698
